Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
42092_2#223.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,99.802%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.486%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42092_2#224.contigs_spades	KL38	K38	Very high		100.00%	99.71%	+6 bp	17 / 17 (100%)	KL38_01_galF,100.0%;KL38_02_cpsACP,100.0%;KL38_03_wzi,98.954%;KL38_04_wza,100.0%;KL38_05_wzb,100.0%;KL38_06_wzc,99.861%;KL38_07_wcaJ,100.0%;KL38_08_wzy,99.756%;KL38_09_wctM,100.0%;KL38_10_wcaN,100.0%;KL38_11_wzx,99.539%;KL38_12_wckS,100.0%;KL38_13_wckR,100.0%;KL38_14,99.792%;KL38_15,99.739%;KL38_16_gnd,100.0%;KL38_17_ugd,100.0%		0		0 / 17 (0%)		4	KL50_10,99.434%;KL14_19_manC,100.0%;KL30_19_manB,98.504%;KL150_19_gmd,99.403%
42092_2#226.contigs_spades	KL149	unknown (KL149)	Very high		100.00%	97.68%	+1 bp	20 / 20 (100%)	KL149_01_galF,99.666%;KL149_02_cpsACP,97.143%;KL149_03_wzi,97.708%;KL149_04_wza,98.942%;KL149_05_wzb,100.0%;KL149_06_wzc,99.861%;KL149_07_wcaJ,100.0%;KL149_08,99.728%;KL149_09,100.0%;KL149_10_wzx,99.583%;KL149_11,100.0%;KL149_12,100.0%;KL149_13,99.609%;KL149_14,99.465%;KL149_15_gnd,99.574%;KL149_16_rmlB,100.0%;KL149_17_rmlA,97.569%;KL149_18_rmlD,99.327%;KL149_19_rmlC,98.378%;KL149_20_ugd,99.486%		0		0 / 20 (0%)		3	KL40_03_wcpO,99.595%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.806%
42092_2#227.contigs_spades	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,99.767%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42092_2#228.contigs_spades	KL61	K61	Very high		100.00%	96.52%	+2 bp	19 / 19 (100%)	KL61_01_galF,98.997%;KL61_02_cpsACP,95.238%;KL61_03_wzi,98.745%;KL61_04_wza,100.0%;KL61_05_wzb,97.945%;KL61_06_wzc,99.307%;KL61_07_wclQ,97.361%;KL61_08_wcuQ,97.71%;KL61_09_wzy,97.778%;KL61_10_wclP,96.164%;KL61_11_wzx,95.842%;KL61_12_wcqZ,97.849%;KL61_13_wcuK,98.204%;KL61_14_wbaZ,98.182%;KL61_15_wcaJ,98.707%;KL61_16_gnd,99.787%;KL61_17_manC,99.788%;KL61_18_manB,99.781%;KL61_19_ugd,100.0%		0		0 / 19 (0%)		3	KL14_19_manC,100.0%;KL150_19_gmd,99.701%;KL137_19,100.0%
42092_2#230.contigs_spades	KL149	unknown (KL149)	Very high		100.00%	97.68%	+1 bp	20 / 20 (100%)	KL149_01_galF,99.666%;KL149_02_cpsACP,97.143%;KL149_03_wzi,97.708%;KL149_04_wza,98.942%;KL149_05_wzb,100.0%;KL149_06_wzc,99.861%;KL149_07_wcaJ,100.0%;KL149_08,99.728%;KL149_09,100.0%;KL149_10_wzx,99.583%;KL149_11,100.0%;KL149_12,100.0%;KL149_13,99.609%;KL149_14,99.465%;KL149_15_gnd,99.574%;KL149_16_rmlB,100.0%;KL149_17_rmlA,97.569%;KL149_18_rmlD,99.327%;KL149_19_rmlC,98.378%;KL149_20_ugd,99.486%		0		0 / 20 (0%)		3	KL40_03_wcpO,99.595%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.806%
42092_2#231.contigs_spades	KL2	K2	Very high		100.00%	99.93%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.666%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,99.31%;KL2_06_wzc,99.862%;KL2_07,100.0%;KL2_08,100.0%;KL2_09,100.0%;KL2_10,100.0%;KL2_11_wzx,100.0%;KL2_12,99.483%;KL2_13,100.0%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42092_2#232.contigs_spades	KL38	K38	Very high		100.00%	98.20%	-3 bp	17 / 17 (100%)	KL38_01_galF,99.666%;KL38_02_cpsACP,100.0%;KL38_03_wzi,97.083%;KL38_04_wza,99.208%;KL38_05_wzb,100.0%;KL38_06_wzc,99.584%;KL38_07_wcaJ,99.58%;KL38_08_wzy,99.512%;KL38_09_wctM,99.645%;KL38_10_wcaN,100.0%;KL38_11_wzx,99.309%;KL38_12_wckS,100.0%;KL38_13_wckR,100.0%;KL38_14,98.75%;KL38_15,99.651%;KL38_16_gnd,100.0%;KL38_17_ugd,99.743%		0		0 / 17 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%
42092_2#234.contigs_spades	KL104	unknown (KL104)	Good	?-	100.00%	99.72%	n/a	21 / 23 (91.3%)	KL104_01_galF,100.0%;KL104_02_cpsACP,100.0%;KL104_03_wzi,100.0%;KL104_04_wza,100.0%;KL104_05_wzb,100.0%;KL104_06_wzc,100.0%;KL104_08_wzx,100.0%;KL104_09_wzx,100.0%;KL104_10,100.0%;KL104_11,100.0%;KL104_12,99.762%;KL104_13,100.0%;KL104_14,100.0%;KL104_15_wecB,99.606%;KL104_17,100.0%;KL104_18,100.0%;KL104_19_rfbp,100.0%;KL104_20_gnd,100.0%;KL104_21_manC,99.788%;KL104_22_manB,99.125%;KL104_23_ugd,99.229%	KL104_07;KL104_16_wzx	0		0 / 23 (0%)		6	KL40_03_wcpO,98.381%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.209%;KL150_19_gmd,84.985%;KL106_12,93.478%
42092_2#235.contigs_spades	KL15	K15	Very high		100.00%	99.98%	+1095 bp	16 / 16 (100%)	KL15_01_galF,100.0%;KL15_02_cpsACP,100.0%;KL15_03_wzi,100.0%;KL15_04_wza,100.0%;KL15_05_wzb,100.0%;KL15_06_wzc,100.0%;KL15_07_wcaJ,100.0%;KL15_08_wceN,99.715%;KL15_09_wceM,100.0%;KL15_10_wcsR,100.0%;KL15_11_wcaN,100.0%;KL15_12_wzy,100.0%;KL15_13_wckI,99.726%;KL15_14_wzx,100.0%;KL15_15_gnd,100.0%;KL15_16_ugd,100.0%		0		0 / 16 (0%)		3	KL104_16_wzx,98.072%;KL150_19_gmd,89.489%;KL104_17,98.635%
42092_2#236.contigs_spades	KL104	unknown (KL104)	Good	?-	100.00%	99.72%	n/a	21 / 23 (91.3%)	KL104_01_galF,100.0%;KL104_02_cpsACP,100.0%;KL104_03_wzi,100.0%;KL104_04_wza,100.0%;KL104_05_wzb,100.0%;KL104_06_wzc,100.0%;KL104_08_wzx,100.0%;KL104_09_wzx,100.0%;KL104_10,100.0%;KL104_11,100.0%;KL104_12,99.762%;KL104_13,100.0%;KL104_14,100.0%;KL104_15_wecB,99.606%;KL104_17,100.0%;KL104_18,100.0%;KL104_19_rfbp,100.0%;KL104_20_gnd,100.0%;KL104_21_manC,99.788%;KL104_22_manB,99.125%;KL104_23_ugd,99.229%	KL104_07;KL104_16_wzx	0		0 / 23 (0%)		6	KL40_03_wcpO,98.381%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.209%;KL150_19_gmd,84.985%;KL106_12,93.478%
42092_2#237.contigs_spades	KL62	K62	High	-	100.00%	99.71%	+1837 bp	18 / 19 (94.7%)	KL62_01_galF,100.0%;KL62_02_cpsACP,100.0%;KL62_03_wzi,99.606%;KL62_04_wza,100.0%;KL62_05_wzb,100.0%;KL62_06_wzc,99.723%;KL62_07_wbaP,99.58%;KL62_08,99.738%;KL62_09,99.419%;KL62_10,100.0%;KL62_11_wzy,99.486%;KL62_13,99.167%;KL62_14,100.0%;KL62_15_wzx,100.0%;KL62_16_gnd,100.0%;KL62_17_manC,100.0%;KL62_18_manB,99.781%;KL62_19_ugd,100.0%	KL62_12	0		0 / 19 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,98.806%
42092_2#238.contigs_spades	KL18	K18	High	*	100.00%	93.36%	+23 bp	21 / 21 (100%)	KL18_01_galF,98.997%;KL18_02_cpsACP,94.762%;KL18_03_wzi,98.954%;KL18_04_wza,98.421%;KL18_05_wzb,96.552%;KL18_06_wzc,96.81%;KL18_07_wcaJ,97.059%;KL18_08_wcaA,89.109%;KL18_09_wcuM,92.35%;KL18_10_wbbL,94.839%;KL18_11_wckF,92.761%;KL18_12_wzy,95.285%;KL18_13,92.877%;KL18_14_wcuH,96.029%;KL18_15_wzx,96.195%;KL18_16_gnd,99.36%;KL18_17_rmlB,98.873%;KL18_18_rmlA,97.569%;KL18_19_rmlD,98.316%;KL18_20_rmlC,98.919%;KL18_21_ugd,99.743%		0		0 / 21 (0%)		3	KL49_17_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,98.507%
42092_2#239.contigs_spades	KL23	K23	Very high		100.00%	99.93%	0 bp	19 / 19 (100%)	KL23_01_galF,99.666%;KL23_02_cpsACP,100.0%;KL23_03_wzi,100.0%;KL23_04_wza,100.0%;KL23_05_wzb,100.0%;KL23_06_wzc,100.0%;KL23_07_wcaA,100.0%;KL23_08_wcaJ,100.0%;KL23_09_wckU,99.723%;KL23_10_wzy,99.736%;KL23_11_wckA,99.672%;KL23_12,99.812%;KL23_13_wzx,100.0%;KL23_14_gnd,100.0%;KL23_15_rmlB,100.0%;KL23_16_rmlA,100.0%;KL23_17_rmlD,100.0%;KL23_18_rmlC,100.0%;KL23_19_ugd,100.0%		0		0 / 19 (0%)		4	KL40_03_wcpO,98.785%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.403%
42092_2#240.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,99.788%;KL2_17_manB,100.0%;KL2_18_ugd,99.486%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42092_2#241.contigs_spades	KL174	unknown (KL174)	Good	?-	100.00%	99.94%	n/a	19 / 20 (95%)	KL174_01_galF,100.0%;KL174_02_cpsACP,100.0%;KL174_03_wzi,99.791%;KL174_04_wza,100.0%;KL174_05_wzb,100.0%;KL174_06_wzc,100.0%;KL174_07_wzy,100.0%;KL174_08,100.0%;KL174_09_wzx,99.768%;KL174_10_pglJ,100.0%;KL174_11,100.0%;KL174_12_wcpF,100.0%;KL174_13_wcuI,100.0%;KL174_15_wbaZ,100.0%;KL174_16_wcaJ,100.0%;KL174_17_gnd,100.0%;KL174_18_manC,100.0%;KL174_19_manB,100.0%;KL174_20_ugd,100.0%	KL174_14	0		0 / 20 (0%)		5	KL40_03_wcpO,95.547%;KL40_04,97.27%;KL40_05_rfaG,99.213%;KL150_19_gmd,96.096%;KL150_19_gmd,83.183%
42092_2#242.contigs_spades	KL3	K3	Very high		100.00%	99.61%	0 bp	19 / 19 (100%)	KL3_01_galF,100.0%;KL3_02_cpsACP,96.97%;KL3_03_wzi,99.792%;KL3_04_wza,100.0%;KL3_05_wzb,100.0%;KL3_06_wzc,99.862%;KL3_07_wcaJ,100.0%;KL3_08,100.0%;KL3_09,99.705%;KL3_10_pglJ,100.0%;KL3_11,99.728%;KL3_12,99.483%;KL3_13_wzx,100.0%;KL3_14,99.756%;KL3_15_wbaZ,100.0%;KL3_16_gnd,99.795%;KL3_17_manC,99.788%;KL3_18_manB,99.562%;KL3_19_ugd,99.743%		0		0 / 19 (0%)		5	KL40_03_wcpO,99.595%;KL40_04,99.504%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.806%;KL150_19_gmd,84.084%
42092_2#243.contigs_spades	KL3	K3	Very high		100.00%	99.90%	0 bp	19 / 19 (100%)	KL3_01_galF,100.0%;KL3_02_cpsACP,99.134%;KL3_03_wzi,100.0%;KL3_04_wza,100.0%;KL3_05_wzb,100.0%;KL3_06_wzc,99.862%;KL3_07_wcaJ,100.0%;KL3_08,100.0%;KL3_09,99.705%;KL3_10_pglJ,100.0%;KL3_11,100.0%;KL3_12,99.742%;KL3_13_wzx,100.0%;KL3_14,100.0%;KL3_15_wbaZ,100.0%;KL3_16_gnd,100.0%;KL3_17_manC,100.0%;KL3_18_manB,99.781%;KL3_19_ugd,100.0%		0		0 / 19 (0%)		5	KL40_03_wcpO,99.393%;KL40_04,100.0%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.806%;KL150_19_gmd,84.685%
42092_2#244.contigs_spades	KL25	K25	High	-	100.00%	99.16%	+3 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,98.571%;KL25_03_wzi,99.791%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,100.0%;KL25_10,100.0%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.787%;KL25_14_ugd,100.0%	KL25_09_wfeD	0		0 / 14 (0%)		3	KL1_18_manC,99.788%;KL30_19_manB,98.929%;KL150_19_gmd,99.403%
42092_2#245.contigs_spades	KL10	K10	Low	?-+*	93.14%	96.46%	n/a	18 / 20 (90%)	KL10_01_galF,99.331%;KL10_02_cpsACP,94.762%;KL10_03_wzi,95.208%;KL10_04_wza,100.0%;KL10_05_wzb,100.0%;KL10_06_wzc,99.583%;KL10_07_wbaP,100.0%;KL10_08_wclQ,100.0%;KL10_09_wclP,99.744%;KL10_10_wzx,99.599%;KL10_11_wcuQ,99.748%;KL10_12_wcaN,99.736%;KL10_15_wcsO,97.521%;KL10_16_wbaZ,99.742%;KL10_17_gnd,99.147%;KL10_18_manC,99.153%;KL10_19_manB,96.718%;KL10_20_ugd,99.743%	KL10_13_wcuK;KL10_14_wzy	2	KL30_19_manB,98.718%;KL150_20_manC,98.48%	0 / 20 (0%)		3	KL33_05,80.288%;KL50_10,99.245%;KL150_19_gmd,99.701%
42092_2#246.contigs_spades	KL45	K45	Low	-+	100.00%	93.47%	-5 bp	17 / 19 (89.5%)	KL45_01_galF,99.666%;KL45_02_cpsACP,100.0%;KL45_03_wzi,98.326%;KL45_04_wza,96.042%;KL45_07_wcaA,99.01%;KL45_08_wcaJ,100.0%;KL45_09_wcuP,100.0%;KL45_10_wclI,100.0%;KL45_11_wzy,99.49%;KL45_12_wcqB,99.596%;KL45_13_wzx,99.763%;KL45_14_gnd,99.787%;KL45_15_rmlB,98.592%;KL45_16_rmlA,98.966%;KL45_17_rmlD,97.98%;KL45_18_rmlC,98.378%;KL45_19_ugd,99.743%	KL45_05_wzb;KL45_06_wzc	2	KL166_06_wzc,94.591%;KL166_05_wzb,99.31%	0 / 19 (0%)		2	KL40_05_rfaG,96.579%;KL150_19_gmd,98.209%
42092_2#247.contigs_spades	KL9	K9	Very high		100.00%	96.06%	-2 bp	19 / 19 (100%)	KL9_01_galF,99.331%;KL9_02_cpsACP,95.238%;KL9_03_wzi,98.614%;KL9_04_wza,98.945%;KL9_05_wzb,100.0%;KL9_06_wzc,99.861%;KL9_07_wbaP,99.37%;KL9_08,99.01%;KL9_09,99.042%;KL9_10,98.977%;KL9_11,98.276%;KL9_12,99.078%;KL9_13_wzx,99.287%;KL9_14_gnd,99.574%;KL9_15_rmlB,99.437%;KL9_16_rmlA,97.917%;KL9_17_rmlD,98.653%;KL9_18_rmlC,98.919%;KL9_19_ugd,100.0%		0		0 / 19 (0%)		3	KL49_17_manC,100.0%;KL30_19_manB,98.932%;KL150_19_gmd,98.507%
42092_2#249.contigs_spades	KL17	K17	Very high		100.00%	100.00%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,100.0%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
42092_2#24.contigs_spades	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.486%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.36%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42092_2#250.contigs_spades	KL39	K39	Good	?-*	98.89%	91.20%	n/a	19 / 20 (95%)	KL39_01_galF,98.997%;KL39_02_cpsACP,91.905%;KL39_03_wzi,98.117%;KL39_04_wza,98.945%;KL39_05_wzb,96.552%;KL39_06_wzc,96.667%;KL39_07,82.24%;KL39_08_wzy,91.089%;KL39_09_mshA,85.455%;KL39_10_epsH,88.462%;KL39_11_epsJ,81.548%;KL39_12_wzx,94.093%;KL39_13,90.746%;KL39_15_wbaZ,91.948%;KL39_16_wcaJ,97.21%;KL39_17_gnd,99.36%;KL39_18_manC,99.788%;KL39_19_manB,99.781%;KL39_20_ugd,100.0%	KL39_14	0		0 / 20 (0%)		4	KL40_03_wcpO,97.912%;KL40_04,99.256%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.209%
42092_2#251.contigs_spades	KL16	K16	Very high		100.00%	99.41%	-1 bp	22 / 22 (100%)	KL16_01_galF,99.666%;KL16_02_cpsACP,97.619%;KL16_03_wzi,100.0%;KL16_04_wza,100.0%;KL16_05_wzb,100.0%;KL16_06_wzc,100.0%;KL16_07_wzx,100.0%;KL16_08_wzy,100.0%;KL16_09_gtf1,99.735%;KL16_10_vatD,99.451%;KL16_11_lacA,100.0%;KL16_12_sunS,100.0%;KL16_13_gmd,100.0%;KL16_14_fcl,100.0%;KL16_15_gmm,100.0%;KL16_16,100.0%;KL16_17_wcaJ,100.0%;KL16_18_gnd,100.0%;KL16_19,99.372%;KL16_20_manC,99.153%;KL16_21_manB,99.562%;KL16_22_ugd,99.743%		0		0 / 22 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42092_2#252.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,99.733%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42092_2#253.contigs_spades	KL183	unknown (KL183)	Good	?	100.00%	96.44%	n/a	18 / 19 (94.7%)	KL183_01_galF,99.331%;KL183_02_cpsACP,96.19%;KL183_03_wzi,98.745%;KL183_04_wza,99.471%;KL183_05_wzb,100.0%;KL183_06_wzc,99.723%;KL183_07_wbaP,100.0%;KL183_08,98.026%;KL183_09_wcqC,98.444%;KL183_10,97.872%;KL183_11_wzx,97.912%;KL183_12,98.534%;KL183_13,99.417%;KL183_14_gnd,100.0%;KL183_16_rmlA,99.655%;KL183_17_rmlD,99.327%;KL183_18_rmlC,98.378%;KL183_19_ugd,99.743%		0		1 / 19 (5.3%)	KL183_15_rmlB,98.592%	4	KL150_19_gmd,98.209%;KL183_17_rmlD,100.0%;KL19_17_rmlA,98.966%;KL19_19_rmlC,98.378%
42092_2#254.contigs_spades	KL112	unknown (KL112)	Very high		100.00%	98.65%	0 bp	18 / 18 (100%)	KL112_01_galF,100.0%;KL112_02_cpsACP,99.524%;KL112_03_wzi,97.071%;KL112_04_wza,100.0%;KL112_05_wzb,99.31%;KL112_06_wzc,99.722%;KL112_07_wbaP,100.0%;KL112_08,99.516%;KL112_09_wzy,99.256%;KL112_10_wcaO,100.0%;KL112_11_wcaN,100.0%;KL112_12_wbaZ,98.961%;KL112_13_wcuV,99.699%;KL112_14_wzx,99.583%;KL112_15_gnd,100.0%;KL112_16_manC,99.576%;KL112_17_manB,99.781%;KL112_18_ugd,99.486%		0		0 / 18 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42092_2#255.contigs_spades	KL111	unknown (KL111)	High	*	99.03%	92.19%	-62 bp	17 / 17 (100%)	KL111_01_galF,98.997%;KL111_02_cpsACP,92.381%;KL111_03_wzi,97.699%;KL111_04_wza,99.206%;KL111_05_wzb,93.103%;KL111_06_wzc,96.409%;KL111_07_wzy,95.312%;KL111_08_wckT,93.808%;KL111_09,88.128%;KL111_10,91.816%;KL111_11_wzy,95.168%;KL111_12_wcuL,92.476%;KL111_13_wctD,92.279%;KL111_14,87.433%;KL111_15_wcaJ,97.425%;KL111_16_gnd,97.655%;KL111_17_ugd,98.972%		0		0 / 17 (0%)		3	KL49_17_manC,99.788%;KL30_19_manB,98.704%;KL150_19_gmd,97.612%
42092_2#256.contigs_spades	KL162	unknown (KL162)	Very high	*	100.00%	98.99%	+41 bp	20 / 20 (100%)	KL162_01_galF,99.666%;KL162_02_cpsACP,93.333%;KL162_03_wzi,98.954%;KL162_04_wza,100.0%;KL162_05_wzb,100.0%;KL162_06_wzc,99.584%;KL162_07_wcaA,100.0%;KL162_08_wcaJ,99.57%;KL162_09_wcuP,100.0%;KL162_10_wcuR,100.0%;KL162_11_wzy,100.0%;KL162_12,100.0%;KL162_13_gnd,99.787%;KL162_14_wzx,100.0%;KL162_15,99.659%;KL162_16_rmlB,100.0%;KL162_17_rmlA,100.0%;KL162_18_rmlD,100.0%;KL162_19_rmlC,99.459%;KL162_20_ugd,100.0%		0		0 / 20 (0%)		2	KL150_19_gmd,85.886%;KL106_12,98.913%
42092_2#258.contigs_spades	KL17	K17	Very high		100.00%	100.00%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,100.0%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
42092_2#25.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,99.733%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42092_2#260.contigs_spades	KL20	K20	Very high		100.00%	99.95%	0 bp	18 / 18 (100%)	KL20_01_galF,100.0%;KL20_02_cpsACP,100.0%;KL20_03_wzi,100.0%;KL20_04_wza,100.0%;KL20_05_wzb,100.0%;KL20_06_wzc,100.0%;KL20_07_wbaP,100.0%;KL20_08_wzy,99.757%;KL20_09,100.0%;KL20_10_wcaN,100.0%;KL20_11_wcaO,100.0%;KL20_12,100.0%;KL20_13_wbaZ,100.0%;KL20_14_wzx,99.762%;KL20_15_gnd,100.0%;KL20_16_manC,100.0%;KL20_17_manB,100.0%;KL20_18_ugd,100.0%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,98.806%
42092_2#262.contigs_spades	KL17	K17	Very high		100.00%	100.00%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,100.0%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
